
X, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 
Y, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 
X, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, -282.06373671820944, 
Y, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 196.09901137988052, 
X, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 
Y, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 243.30941791697325, 
X, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 512.0, 
Y, 280.2939416780384, 307.0973826537055, 307.0973826537055, 307.0973826537055, 307.0973826537055, 307.0973826537055, 349.69711949338193, 349.69711949338193, 349.69711949338193, 349.69711949338193, 349.69711949338193, 349.69711949338193, 276.41962712925823, 276.41962712925823, 319.6222287026482, 319.6222287026482, 319.6222287026482, 319.6222287026482, 319.6222287026482, 319.6222287026482, 
X, 235.73426332204806, 235.73426332204806, 247.57434763386627, 265.1232814487742, 258.0602982966637, 258.0602982966637, 250.15345644562976, 250.15345644562976, 250.15345644562976, 265.1910744134585, 247.57434763386627, 247.57434763386627, 247.57434763386627, 270.9543855548573, 270.9543855548573, 270.9543855548573, 270.9543855548573, 270.9543855548573, 270.9543855548573, 270.9543855548573, 
Y, 498.25566303718443, 498.25566303718443, 498.185573549057, 498.46219918969314, 495.7957430712581, 495.7957430712581, 499.30070030259947, 499.30070030259947, 499.30070030259947, 498.4404518277646, 498.185573549057, 498.185573549057, 498.185573549057, 499.0976035327706, 499.0976035327706, 499.0976035327706, 499.0976035327706, 499.0976035327706, 499.0976035327706, 499.0976035327706, 
X, -381.26473659050674, -381.26473659050674, -381.26473659050674, -379.28455000550827, -379.28455000550827, -379.28455000550827, -379.28455000550827, -379.28455000550827, -379.28455000550827, -379.28455000550827, -409.0421275653758, -378.47325726647387, -378.47325726647387, -378.47325726647387, -378.47325726647387, -378.47325726647387, -378.47325726647387, -378.47325726647387, -378.47325726647387, -378.47325726647387, 
Y, 434.1949539191739, 434.1949539191739, 434.1949539191739, 440.0791237315689, 440.0791237315689, 440.0791237315689, 440.0791237315689, 440.0791237315689, 440.0791237315689, 440.0791237315689, 440.97506193685587, 452.3386472004279, 452.3386472004279, 452.3386472004279, 452.3386472004279, 452.3386472004279, 452.3386472004279, 452.3386472004279, 452.3386472004279, 452.3386472004279, 
X, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 316.0381437144105, 
Y, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 467.86891987779563, 
X, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 
Y, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, -223.17092952540781, 
X, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 332.388225252162, 
Y, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, -269.07424456357217, 
X, -211.97793674563357, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, -188.99185912461598, 
Y, -287.62765557328487, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, -288.20454670511924, 
X, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, -512.0, 
Y, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 236.56341753410385, 
