 -711,47952 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773 -777,78773
 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189 -820,69189
 -376,54734 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945 -712,76945
 -925,4655 -912,04446 -845,20128 -943,04867 -943,04867 -943,04867 -921,52797 -921,52797 -921,52797 -921,52797 -938,68096 -944,17683 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768 -959,63768
 -956,19477 -956,19477 -959,07953 -959,41333 -959,41333 -959,41333 -959,41333 -959,41333 -959,41333 -959,41333 -959,41333 -959,41333 -959,41333 -959,52888 -959,54649 -959,54649 -959,6201 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787 -959,62787
 -820,20256 -820,20256 -820,20256 -820,90804 -820,35268 -820,56749 -820,90804 -820,90804 -820,90804 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256 -820,94256
 -824,52063 -824,52063 -774,00816 -874,16758 -874,16758 -874,16758 -874,16758 -874,16758 -874,16758 -874,16758 -874,16758 -874,16758 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923 -882,96923
 -957,39877 -957,39877 -958,65625 -958,65625 -958,65625 -958,65625 -958,65625 -958,65625 -958,65625 -958,65625 -904,10974 -898,60652 -898,60652 -898,60652 -898,60652 -898,60652 -898,60652 -898,60652 -898,60652 -932,36157 -959,6187 -938,19679 -957,33479 -958,65625 -959,28121 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187 -959,6187
 -607,39621 -607,39621 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967 -702,61967
 -683,37204 -683,37204 -702,00037 -702,00037 -702,00037 -702,00037 -702,00037 -702,00037 -702,00037 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695 -709,67695
